"Symbol","Name","Index Country","Country of incorporation","Cross-list symbol","Cross-list exchange","Foreign filer?","GICS Sector","Market cap","Average Volume","Action"
"GAN","GAN Limited","United Kingdom","Bermuda","LN:GAN","London Stock Exchange","Yes","Consumer Discretionary","$680,266,304","672,826","Analyze"
"GATGF","Gatling Exploration Inc.","Canada","","CV:GTR","TSX Venture Exchange","No","Unknown","$13,494,815","20,991","Analyze"
"GBNH","Greenbrook TMS Inc.","Canada","","CT:GTMS","Toronto Stock Exchange","Yes","Health Care","$141,628,388","3,522","Analyze"
"GBOOF","Grupo Financiero Banorte SAB de CV Class O","Mexico","","MM:GFNORTEO","Bolsa Mexicana De Valores (Mexican Stock Exchange)","No","Financials","$19,117,317,218","7,280","Analyze"
"GDRZF","Gold Reserve Inc. Class A","Canada","","CV:GRZ","TSX Venture Exchange","Yes","Materials","$160,026,027","7,021","Analyze"
"GENTF","G5 Entertainment AB","Sweden","","SS:G5EN","Nasdaq Omx Nordic","No","Unknown","$436,319,466","110","Analyze"
"GFL","GFL Environmental Inc. Subordinate voting shares","Canada","Canada","CT:GFL","Toronto Stock Exchange","Yes","Industrials","$11,474,982,288","980,181","Analyze"
"GIB","CGI Group","Canada","Canada","CT:GIB-A","Toronto Stock Exchange","Yes","Information Technology","$19,459,097,547","193,020","Analyze"
"GIL","Gildan Activewear Inc. Class A","Canada","Canada","CT:GIL","Toronto Stock Exchange","Yes","Consumer Discretionary","$7,462,879,233","546,991","Analyze"
"GILT","Gilat Satellite Networks Ltd.","Israel","Israel","IT:GILT","Tel Aviv Stock Exchange","Yes","Information Technology","$508,370,688","533,551","Analyze"
"GLATF","Global Atomic Corporation","Canada","","CT:GLO","Toronto Stock Exchange","No","Unknown","$551,413,834","127,309","Analyze"
"GLAXF","GlaxoSmithKline PLC","United Kingdom","United Kingdom","LN:GSK","London Stock Exchange","Yes","Health Care","$98,382,694,974","818","Analyze"
"GLBXF","Globex Mining Enterprises Inc.","Canada","","CT:GMX","Toronto Stock Exchange","No","Materials","$46,207,251","8,815","Analyze"
"GLDG","GoldMining Inc.","Canada","","CT:GOLD","Toronto Stock Exchange","Yes","Materials","$201,956,000","316,301","Analyze"
"GLGDF","Gogold Resources Inc.","Canada","","CT:GGD","Toronto Stock Exchange","No","Materials","$641,581,980","75,896","Analyze"
"GLOB","Globant Sa","Argentina","Luxembourg","LX:GLOB","Luxembourg Stock Exchange","Yes","Information Technology","$12,993,047,242","329,376","Analyze"
"GLVMF","Golden Valley Mines Ltd.","Canada","","CV:GZZ","TSX Venture Exchange","No","Materials","$122,179,351","58,736","Analyze"
"GMMVF","G Medical Innovations Holdings Ltd","Australia","","AT:GMV","Asx - All Markets","No","Unknown","$849,861,251","4,605","Analyze"
"GNENF","Ganfeng Lithium Co Ltd","China","","HK:1772","Hong Kong Exchange","No","Materials","$5,447,669,766","18,005","Analyze"
"GOGL","Golden Ocean Group Ltd","Norway","Bermuda","NO:GOGL","Oslo Bors Asa","Yes","Industrials","$2,309,197,250","1,926,549","Analyze"
"GOLD","Barrick Gold Corporation","Canada","Canada","CT:ABX","Toronto Stock Exchange","Yes","Materials","$32,918,232,774","16,998,625","Analyze"
"GOOS","Canada Goose Holdings Inc. Subordinate Voting Shares","Canada","Canada","CT:GOOS","Toronto Stock Exchange","Yes","Consumer Discretionary","$2,144,611,133","966,460","Analyze"
"GP","GreenPower Motor Company Inc.","Canada","Bangladesh","CV:GPV","TSX Venture Exchange","Yes","Consumer Discretionary","$300,610,687","98,594","Analyze"
"GPDNF","Danone SA","France","France","FP:BN","Euronext Paris","Yes","Consumer Staples","$47,997,272,000","895","Analyze"
"GPL","Great Panther Silver Limited","Canada","","CT:GPR","Toronto Stock Exchange","Yes","Materials","$164,161,632","1,433,896","Analyze"
"GRIN","Grindrod Shipping Holdings Ltd.","South Africa","","SJ:GSH","Johannesburg Stock Exchange","No","Industrials","$353,566,539","237,697","Analyze"
"GSS","Golden Star Resources","Canada","Canada","CT:GSC","Toronto Stock Exchange","Yes","Materials","$285,840,866","399,885","Analyze"
"GSV","Gold Standard Ventures Corporation","Canada","","CT:GSV","Toronto Stock Exchange","Yes","Materials","$164,737,910","684,193","Analyze"
"GTBAF","Great Bear Resources Ltd. Class A","Canada","","CV:GBR","TSX Venture Exchange","No","Unknown","$593,334,141","10,947","Analyze"
"GTBIF","Green Thumb Industries Inc.","Canada","","CF:GTII","Canadian Securities Exchange","No","Consumer Discretionary","$5,295,796,475","221,054","Analyze"
"GTE","Gran Tierra Energy Inc.","Canada","USA","CT:GTE","Toronto Stock Exchange","No","Energy","$234,874,744","3,414,038","Analyze"
"GUKYF","Gulf Keystone Petroleum Limited","United Kingdom","","LN:GKP","London Stock Exchange","No","Energy","$566,387,460","520","Analyze"
"HBM","Hudbay Minerals Inc","Canada","Canada","CT:HBM","Toronto Stock Exchange","Yes","Consumer Discretionary","$1,563,872,431","1,405,144","Analyze"
"HEOFF","H2O Innovation Inc.","Canada","","CV:HEO","TSX Venture Exchange","No","Industrials","$178,199,678","37,864","Analyze"
"HERTF","Heritage Cannabis Holdings Corp.","Canada","","CF:CANN","Canadian Securities Exchange","No","Unknown","$47,400,824","49,968","Analyze"
"HEXO","HEXO Corp.","Canada","","CT:HEXO","Toronto Stock Exchange","Yes","Health Care","$580,615,096","8,857,453","Analyze"
"HINKF","Heineken N.V.","The Netherlands","The Netherlands","NA:HEIA","Nyse Euronext - Euronext Amsterdam","Yes","Consumer Staples","$60,974,542,207","335","Analyze"
"HKHHF","Heineken Holding N.V.","The Netherlands","","NA:HEIA","Nyse Euronext - Euronext Amsterdam","No","Consumer Staples","$25,234,323,018","126,325","Analyze"
"HMRZF","H & M Hennes & Mauritz Class B","Sweden","Sweden","SS:HM-B","Nasdaq Omx Nordic","Yes","Consumer Discretionary","$29,389,012,774","11,748","Analyze"
"HOCPF","Hoya Corp","Japan","","JT:7741","Tokyo Stock Exchange","No","Health Care","$64,420,576,985","0","Analyze"
"HRVOF","Harvest One Cannabis Inc.","Canada","","CV:HVT","TSX Venture Exchange","No","Unknown","$17,986,391","83,412","Analyze"
"HRVSF","Harvest Health & Recreation Inc.","Canada","","CF:HARV","Canadian Securities Exchange","No","Unknown","$818,172,279","281,483","Analyze"
"HSDT","Helius Medical Technologies Inc. Class A","Canada","USA","CT:HSM","Toronto Stock Exchange","No","Health Care","$34,126,471","11,078","Analyze"
"HSSHF","Digihost Technology Inc.","Canada","","CV:DGHI","TSX Venture Exchange","No","Communication Services","$115,261,356","91,664","Analyze"
"HUGE","FSD Pharma Inc. - Class B Subordinate Voting Shares","Canada","USA","CF:HUGE","Canadian Securities Exchange","Yes","Communication Services","$58,306,791","412,396","Analyze"
"HUTMF","Hut 8 Mining Corp.","Canada","","CT:HUT","Toronto Stock Exchange","No","Unknown","$519,584,667","529,150","Analyze"
"HVBTF","HIVE Blockchain Technologies Ltd","Canada","","CV:HIVE","TSX Venture Exchange","No","Information Technology","$1,085,406,033","9,459,851","Analyze"
"IAG","Iamgold Corp","Canada","Canada","CT:IMG","Toronto Stock Exchange","Yes","Financials","$1,105,911,504","6,536,671","Analyze"
"ICL","Israel Chemicals Limited","Israel","Israel","IT:ICL","Tel Aviv Stock Exchange","Yes","Materials","$9,207,363,724","249,953","Analyze"
"IDBA","IDEX Biometrics ASA","Norway","","NO:IDEX","Oslo Bors Asa","Yes","Information Technology","$261,389,118","478","Analyze"
"IDEXF","Industria de Diseño Textil, S.A.","Spain","","SM:ITX","Bolsa De Madrid","No","Consumer Discretionary","$113,975,963,640","0","Analyze"
"IDXAF","IDEX Biometrics ASA","Norway","","NO:IDEX","Oslo Bors Asa","No","Information Technology","$261,389,118","1,250","Analyze"
"IFNNF","Infineon Technologies AG","Germany","","GF:IFX","Frankfurt Stock Exchange","No","Information Technology","$57,747,832,678","200","Analyze"
"IGXT","Intelgenx Technologies Corp.","Canada","","CV:IGX","TSX Venture Exchange","No","Health Care","$46,905,404","166,825","Analyze"
"IMBBF","Imperial Brands PLC","United Kingdom","","LN:IMB","London Stock Exchange","No","Consumer Staples","$20,537,055,792","581","Analyze"
"IMO","Imperial Oil Limited","Canada","Canada","CT:IMO","Toronto Stock Exchange","No","Energy","$19,532,866,485","398,255","Analyze"
"IMV","IMV Inc.","Canada","","CT:IMV","Toronto Stock Exchange","Yes","Health Care","$142,928,174","410,307","Analyze"
"INM","InMed Pharmaceuticals Inc.","Canada","","CT:IN","Toronto Stock Exchange","No","Health Care","$18,417,856","156,112","Analyze"
"IPA","ImmunoPrecise Antibodies Ltd.","Canada","","CV:IPA","TSX Venture Exchange","Yes","Health Care","$130,580,033","147,899","Analyze"
"IPNFF","ImagineAR Inc.","Canada","","CF:IP","Canadian Securities Exchange","No","Information Technology","$9,739,828","146,599","Analyze"
"IPOOF","InPlay Oil Corp.","Canada","","CT:IPO","Toronto Stock Exchange","No","Energy","$71,020,161","8,232","Analyze"
"ISENF","IsoEnergy Ltd.","Canada","","CV:ISO","TSX Venture Exchange","No","Energy","$506,070,904","48,216","Analyze"
"ITHUF","iAnthus Capital Holdings Inc.","Canada","","CF:IAN","Canadian Securities Exchange","No","Unknown","$68,687,277","155,781","Analyze"
"ITRG","Integra Resources Corp.","Canada","","CV:ITR","TSX Venture Exchange","Yes","Materials","$138,858,986","132,938","Analyze"
"ITXXF","Itaconix plc","United Kingdom","","LN:ITX","London Stock Exchange","No","Communication Services","$29,712,005","1,000","Analyze"
"IVPAF","Ivanhoe Mines Ltd. Class A","Canada","","CT:IVN","Toronto Stock Exchange","No","Materials","$8,613,213,811","40,331","Analyze"
"JAPAF","Japan Tobacco","Japan","","JT:2914","Tokyo Stock Exchange","No","Consumer Staples","$40,320,000,000","89","Analyze"
"JDCMF","JD.Com Inc","China","","HK:9618","Hong Kong Exchange","No","Consumer Discretionary","$120,014,013,535","0","Analyze"
"JRNGF","Journey Energy Inc.","Canada","","CT:JOY","Toronto Stock Exchange","No","Energy","$53,841,249","5,181","Analyze"
"JRVMF","Jervois Mining Limited","Australia","","AT:JRV","Asx - All Markets","No","Unknown","$598,469,185","256,979","Analyze"
"JSNSF","J Sainsbury plc","United Kingdom","","LN:SBRY","London Stock Exchange","No","Consumer Staples","$9,445,861,944","1,327","Analyze"
"JUSHF","Jushi Holdings Inc Class B","Canada","","CF:JUSH","Canadian Securities Exchange","No","Consumer Discretionary","$758,597,140","566,393","Analyze"
"KGC","Kinross Gold Corporation","Canada","Canada","CT:K","Toronto Stock Exchange","Yes","Materials","$7,041,589,148","11,064,957","Analyze"
"KHRNF","Khiron Life Sciences Corp.","Canada","","CV:KHRN","TSX Venture Exchange","No","Unknown","$40,802,868","354,511","Analyze"
"KIQ","Kelso Technologies Inc","Canada","","CT:KLS","Toronto Stock Exchange","Yes","Industrials","$35,568,792","364,511","Analyze"
"KL","Kirkland Lake Gold Ltd.","Canada","Canada","CT:KL","Toronto Stock Exchange","Yes","Materials","$10,987,598,206","1,551,340","Analyze"
"KMDA","Kamada Ltd.","Israel","Israel","IT:KMDA","Tel Aviv Stock Exchange","Yes","Health Care","$241,612,000","32,562","Analyze"
"KNRLF","Kontrol Energy Corp.","Canada","","CF:KNR","Canadian Securities Exchange","No","Information Technology","$101,070,561","58,710","Analyze"
"KNTNF","K92 Mining Inc.","Canada","","CV:KNT","TSX Venture Exchange","No","Materials","$1,143,383,408","67,669","Analyze"
"KNYJF","Kone Oyj","Finland","","FH:KNEBV","Nasdaq Omx Helsinki Ltd.","No","Industrials","$34,464,882,605","0","Analyze"
"KOR","Corvus Gold Inc.","Canada","","CT:KOR","Toronto Stock Exchange","No","Materials","$403,871,035","260,517","Analyze"
"KPLUF","K+S AG","Germany","","GF:SDF","Frankfurt Stock Exchange","No","Materials","$2,928,420,000","935","Analyze"
"KRRGF","Karora Resources Inc","Canada","","CT:KRR","Toronto Stock Exchange","No","Materials","$374,022,046","0","Analyze"
"KYCCF","Keyence Corp","Japan","","JT:6861","Tokyo Stock Exchange","No","Information Technology","$163,417,323,072","0","Analyze"
"LAC","Lithium Americas Corp.","Canada","Canada","CT:LAC","Toronto Stock Exchange","Yes","Materials","$2,761,356,549","5,809,444","Analyze"
"LEV","The Lion Electric Company","Canada","","CT:LEV","Toronto Stock Exchange","Yes","Industrials","$2,413,817,249","1,339,102","Analyze"
"LEXX","Lexaria Bioscience Corp.","Canada","","CF:LXX","Canadian Securities Exchange","No","Health Care","$31,340,598","346,159","Analyze"
"LIACF","American Lithium Corp.","Canada","","CV:LI","TSX Venture Exchange","No","Materials","$361,598,879","836,026","Analyze"
"LMGDF","Lumina Gold Corp.","Canada","","CV:LUM","TSX Venture Exchange","No","Materials","$161,630,926","277,550","Analyze"
"LMNL","Liminal BioSciences Inc.","Canada","","CT:LMNL","Toronto Stock Exchange","Yes","Health Care","$82,644,996","164,948","Analyze"
"LMRMF","Lomiko Metals Inc.","Canada","","CV:LMR","TSX Venture Exchange","No","Materials","$19,619,567","3,188,506","Analyze"
"LOGI","Logitech International SA","Switzerland","USA","SE:LOGN","Six Swiss Exchange","No","Information Technology","$16,929,827,436","719,523","Analyze"
"LOMLF","Lion One Metals Limited","Canada","","CV:LIO","TSX Venture Exchange","No","Materials","$138,794,115","78,450","Analyze"
"LSPD","Lightspeed POS Inc. Subordinate Voting Shares","Canada","Canada","CT:LSPD","Toronto Stock Exchange","Yes","Information Technology","$17,680,869,455","1,133,194","Analyze"
"LTMCF","Lithium Chile Inc","Canada","","CV:LITH","TSX Venture Exchange","No","Materials","$49,550,976","55,161","Analyze"
"LYSCF","Lynas Rare Earths Limited","Malaysia","","AT:LYC","Asx - All Markets","No","Materials","$5,055,309,526","0","Analyze"
"MAG","Mag Silver Corporation","Canada","Canada","CT:MAG","Toronto Stock Exchange","Yes","Materials","$1,707,376,745","439,604","Analyze"
"MAKOF","Mako Mining Corp.","Canada","","CV:MKO","TSX Venture Exchange","No","Materials","$169,574,271","105,450","Analyze"
"MAXR","Maxar Technologies Ltd.","Canada","USA","CT:MAXR","Toronto Stock Exchange","No","Industrials","$2,161,833,344","659,339","Analyze"
"MBAIF","CIBT Education Group Inc","Canada","","CT:MBA","Toronto Stock Exchange","No","Consumer Discretionary","$38,356,990","500","Analyze"
"MDNA","Medicenna Therapeutics Corp.","Canada","","CT:MDNA","Toronto Stock Exchange","Yes","Health Care","$129,518,835","89,298","Analyze"
"MEDIF","MediPharm Labs Corp.","Canada","","CT:LABS","Toronto Stock Exchange","No","Health Care","$64,578,809","76,981","Analyze"
"MEOH","Methanex Corporation","Canada","","CT:MX","Toronto Stock Exchange","Yes","Materials","$3,171,830,234","356,699","Analyze"
"MFC","Manulife Financial Corporation","Canada","Canada","CT:MFC","Toronto Stock Exchange","Yes","Financials","$38,184,791,730","3,093,716","Analyze"
"MGA","Magna International","Canada","","CT:MG","Toronto Stock Exchange","Yes","Consumer Discretionary","$22,947,736,705","1,112,217","Analyze"
"MGDPF","Marathon Gold Corporation","Canada","","CV:MOZ","TSX Venture Exchange","No","Materials","$641,822,324","162,025","Analyze"
"MGIC","Magic Software Enterprises Ltd.","Israel","","IT:MGIC","Tel Aviv Stock Exchange","Yes","Information Technology","$1,021,890,546","25,269","Analyze"
"MGPHF","Mason Graphite Inc.","Canada","","CV:LLG","TSX Venture Exchange","No","Materials","$61,318,034","279,090","Analyze"
"MIMZF","Nighthawk Gold Corp.","Canada","","CT:NHK","Toronto Stock Exchange","No","Materials","$50,360,696","30,052","Analyze"
"MISVF","Minco Silver Corporation","Canada","","CT:MSV","Toronto Stock Exchange","No","Materials","$16,238,775","61,703","Analyze"
"MJARF","MJardin Group Inc.","Canada","","CF:MJAR","Canadian Securities Exchange","No","Unknown","$1,716,048","134,472","Analyze"
"MKGAF","Merck Kgaa","Germany","","GF:MRK","Frankfurt Stock Exchange","No","Health Care","$30,003,588,338","0","Analyze"
"MLLOF","Medallion Resources Ltd.","Canada","","CV:MDL","TSX Venture Exchange","No","Materials","$10,002,707","1,444,153","Analyze"
"MLNLF","Millennial Lithium Corp.","Canada","","CV:ML","TSX Venture Exchange","No","Materials","$313,254,341","29,861","Analyze"
"MLRKF","Millrock Resources Inc.","Canada","","CV:MRO","TSX Venture Exchange","No","Materials","$8,476,002","430,043","Analyze"
"MLYF","Western Magnesium Corp.","Canada","","CV:WMG","TSX Venture Exchange","No","Materials","$168,897,134","255,299","Analyze"
"MMNFF","MedMen Enterprises Inc. Class B","Canada","","CF:MMEN","Canadian Securities Exchange","No","Health Care","$158,108,774","2,793,073","Analyze"
"MMRGF","Minaurum Gold Inc.","Canada","","CV:MGG","TSX Venture Exchange","No","Materials","$77,222,918","104,275","Analyze"
"MMX","Maverix Metals Inc.","Canada","","CT:MMX","Toronto Stock Exchange","Yes","Materials","$662,137,912","151,399","Analyze"
"MNDJF","Mandalay Resources Corporation","Canada","","CT:MND","Toronto Stock Exchange","No","Materials","$175,467,059","13,930","Analyze"
"MOGO","Mogo Finance Technology Inc.","Canada","","CT:MOGO","Toronto Stock Exchange","Yes","Financials","$316,481,738","778,355","Analyze"
"MPNGF","Meituan Dianping Ord Cl B","China","","HK:3690","Hong Kong Exchange","No","Consumer Discretionary","$163,162,796,400","0","Analyze"
"MPXOF","MPX International Corp.","Canada","","CF:MPXI","Canadian Securities Exchange","No","Unknown","$8,401,490","20,910","Analyze"
"MTA","Metalla Royalty & Streaming Ltd.","Canada","","CV:MTA","TSX Venture Exchange","Yes","Materials","$323,190,633","221,478","Analyze"
"MTSFF","Mitsui Fudosan Co Ltd","Japan","","JT:8801","Tokyo Stock Exchange","No","Real Estate","$22,630,896,838","0","Analyze"
"MURGF","Münchener Ruckversicherungs","Germany","Germany","GF:MUV2","Frankfurt Stock Exchange","Yes","Financials","$40,365,304,000","2","Analyze"
"MVMDF","Mountain Valley MD Holdings Inc.","Canada","","CF:MVMD","Canadian Securities Exchange","No","Health Care","$70,659,637","0","Analyze"
"NAK","Northern Dynasty Minerals Ltd.","Canada","","CT:NDM","Toronto Stock Exchange","Yes","Materials","$254,750,970","10,988,408","Analyze"
"NCLTF","Nitori Holdings Co Ltd","Japan","","JT:9843","Tokyo Stock Exchange","No","Consumer Discretionary","$22,316,481,720","458","Analyze"
"NDVAF","Indiva Ltd.","Canada","","CV:NDVA","TSX Venture Exchange","No","Unknown","$48,232,911","36,678","Analyze"
"NEM","Newmont Corporation","USA","USA","CT:NGT","Toronto Stock Exchange","No","Materials","$44,295,560,998","5,571,128","Analyze"
"NEPT","Neptune Wellness Solutions Inc","Canada","","CT:NEPT","Toronto Stock Exchange","Yes","Health Care","$94,002,910","1,375,741","Analyze"
"NESRF","Northern Star Resources Limited","Australia","","AT:NST","Asx - All Markets","No","Materials","$8,126,479,658","7,030","Analyze"
"NEVPF","NeuroVive Pharmaceutical AB","Sweden","","SS:NVP","Nasdaq Omx Nordic","No","Unknown","$30,104,608","600","Analyze"
"NEXA","Nexa Resources S.A.","Brazil","","CT:NEXA","Toronto Stock Exchange","Yes","Materials","$1,018,452,919","120,929","Analyze"
"NEXCF","NexTech AR Solutions Corp.","Canada","","CF:NTAR","Canadian Securities Exchange","No","Consumer Discretionary","$135,718,880","1,250,585","Analyze"
"NG","Novagold Resources Inc.","Canada","Canada","CT:NG","Toronto Stock Exchange","No","Materials","$2,311,609,659","823,787","Analyze"
"NGD","New Gold Inc.","Canada","Canada","CT:NGD","Toronto Stock Exchange","Yes","Materials","$782,971,813","8,154,305","Analyze"
"NGENF","NervGen Pharma Corp.","Canada","","CV:NGEN","TSX Venture Exchange","No","Health Care","$69,928,884","18,693","Analyze"
"NGGTF","National Grid PLC","United Kingdom","United Kingdom","LN:NG","London Stock Exchange","Yes","Utilities","$48,242,313,969","0","Analyze"
"NHYKF","Norsk Hydro ASA","Norway","","NO:NHY","Oslo Bors Asa","No","Materials","$15,807,146,829","3,724","Analyze"
"NIOBF","NioCorp Developments Ltd.","Canada","","CV:NB","TSX Venture Exchange","No","Materials","$216,483,972","830,650","Analyze"
"NMGRF","Nouveau Monde Graphite Inc","Canada","","CV:NOU","TSX Venture Exchange","No","Unknown","$579,586,111","46,841","Analyze"
"NNXPF","NanoXplore Inc.","Canada","","CV:GRA","TSX Venture Exchange","No","Unknown","$794,214,474","14,112","Analyze"
"NOA","North American Construction Group Ltd.","Canada","","CT:NOA","Toronto Stock Exchange","Yes","Energy","$448,530,319","38,380","Analyze"
"NOKBF","Nokia Corporation","Finland","","FH:NOKIA","Nasdaq Omx Helsinki Ltd.","No","Information Technology","$31,896,091,714","0","Analyze"
"NSCIF","Nanalysis Scientific Corp","Canada","","CV:NSCI","TSX Venture Exchange","No","Unknown","$64,941,591","10,000","Analyze"
"NSRCF","NextSource Materials Inc","Canada","","CT:NEXT","Toronto Stock Exchange","No","Materials","$158,374,500","292,927","Analyze"
"NSRGF","Nestle SA","Switzerland","Switzerland","VX:NESN","Six Swiss - Blue Chips Segment","Yes","Consumer Staples","$356,667,800,000","4,358","Analyze"
"NSRPF","Novo Resources Corp.","Canada","","CV:NVO","TSX Venture Exchange","No","Materials","$391,503,206","164,955","Analyze"
"NSRXF","Nomad Royalty Company Ltd.","Canada","","CT:NSR","Toronto Stock Exchange","No","Materials","$400,719,121","0","Analyze"
"NTGSF","Golden Predator Mining Corp. Class A","Canada","","CV:GPY","TSX Venture Exchange","No","Materials","$21,881,839","596,581","Analyze"
"NTR","Nutrien Ltd.","Canada","Canada","CT:NTR","Toronto Stock Exchange","Yes","Materials","$36,070,112,865","1,270,717","Analyze"
"NTSFF","Nanotech Security Corp.","Canada","","CV:NTS","TSX Venture Exchange","No","Industrials","$67,139,843","48,595","Analyze"
"NTTHF","Neo Lithium Corp.","Canada","","CV:NLC","TSX Venture Exchange","No","Unknown","$532,869,346","95,456","Analyze"
"NUPMF","New Pacific Metals Corp","Canada","","CV:NUAG","TSX Venture Exchange","No","Materials","$859,945,733","43,946","Analyze"
"NVCN","Neovasc Inc.","Canada","","CT:NVCN","TSX Venture Exchange","Yes","Health Care","$52,208,958","511,272","Analyze"
"NVMI","Nova Measuring Instruments Ltd.","Israel","Israel","IT:NOVA","Tel Aviv Stock Exchange","Yes","Information Technology","$2,990,527,366","69,264","Analyze"
"NVNXF","Novonix Limited","Australia","","AT:NVX","Asx - All Markets","No","Unknown","$1,654,819,661","0","Analyze"
"NVSEF","Novartis AG","Switzerland","Switzerland","VX:NOVN","Six Swiss - Blue Chips Segment","Yes","Health Care","$205,416,437,230","773","Analyze"
"NXE","Nexgen Energy Ltd.","Canada","Canada","CT:NXE","Toronto Stock Exchange","Yes","Materials","$2,747,191,715","3,270,819","Analyze"
"NXGWF","Next Green Wave Holdings Inc.","Canada","","CF:NGW","Canadian Securities Exchange","No","Unknown","$66,992,746","117,922","Analyze"
"NXOPF","Nexoptic Technology Corp","Canada","","CV:NXO","TSX Venture Exchange","No","Information Technology","$77,463,045","182,122","Analyze"
"NXTTF","Namaste Technologies Inc.","Canada","","CV:N","TSX Venture Exchange","No","Consumer Discretionary","$49,357,911","186,856","Analyze"
"OGI","Organigram Holdings Inc.","Canada","Canada","CV:OGI","TSX Venture Exchange","Yes","Health Care","$719,555,796","5,311,716","Analyze"
"OLNCF","Omni-Lite Industries Canada Inc.","Canada","","CV:OML","TSX Venture Exchange","No","Industrials","$8,093,505","5,000","Analyze"
"OMVJF","OMV AG","Austria","Austria","AV:OMV","Wiener Boerse Ag","Yes","Energy","$18,062,214,530","12,423","Analyze"
"OMZNF","Osisko Metals Incorporated","Canada","","CT:OM","Toronto Stock Exchange","No","Unknown","$56,493,658","2,239","Analyze"
"ONCY","Oncolytics Biotech Inc.","Canada","","CT:ONC","Toronto Stock Exchange","Yes","Health Care","$114,865,714","147,335","Analyze"
"OPSSF","Opsens Inc.","Canada","","CT:OPS","Toronto Stock Exchange","No","Health Care","$219,328,042","8,685","Analyze"
"OR","Osisko Gold Royalties Ltd","Canada","Canada","CT:OR","Toronto Stock Exchange","Yes","Consumer Staples","$2,002,782,826","595,605","Analyze"
"ORLA","Orla Mining Ltd.","Canada","","CT:OLA","Toronto Stock Exchange","Yes","Materials","$924,652,497","104,216","Analyze"
"ORRCF","Oroco Resource Corp","Canada","","CV:OCO","TSX Venture Exchange","No","Materials","$375,403,083","66,124","Analyze"
"ORZCF","Orezone Gold Corporation","Canada","","CV:ORE","TSX Venture Exchange","No","Materials","$306,354,161","100,179","Analyze"
"OTEX","Open Text Corporation","Canada","Canada","CT:OTEX","Toronto Stock Exchange","No","Information technology","$14,256,224,912","330,191","Analyze"
"OTSKF","Otsuka Holdings Co Ltd","Japan","","JT:4578","Tokyo Stock Exchange","No","Health Care","$23,205,961,667","2,016","Analyze"
"OYIEF","Ocean Yield ASA","Norway","","NO:OCY","Oslo Bors Asa","No","Energy","$827,352,634","236","Analyze"
"PAAS","Pan American Silver Corp.","Canada","Canada","CT:PAAS","Toronto Stock Exchange","Yes","Materials","$5,181,776,846","1,632,258","Analyze"
"PAFRF","Pan African Resources PLC","South Africa","","LN:PAF","London Stock Exchange","No","Materials","$518,447,509","2,250","Analyze"
"PBA","Pembina Pipeline Corp.","Canada","Canada","CT:PPL","Toronto Stock Exchange","Yes","Energy","$17,508,318,448","812,156","Analyze"
"PBTHF","PointsBet Holdings Ltd.","Australia","","AT:PBH","Asx - All Markets","No","Consumer Discretionary","$1,817,869,429","3,372","Analyze"
"PCLOF","PharmaCielo Ltd.","Canada","","CV:PCLO","TSX Venture Exchange","No","Unknown","$148,644,726","190,116","Analyze"
"PDS","Precision Drilling Corp","Canada","Canada","CT:PD","Toronto Stock Exchange","Yes","Energy","$455,144,379","26,130","Analyze"
"PGPEF","Publicis Groupe SA","France","","FP:PUB","Euronext Paris","No","Communication Services","$16,876,506,237","5,140","Analyze"
"PLG","Platinum Group Metals Ltd.","Canada","","CT:PTM","Toronto Stock Exchange","Yes","Materials","$171,432,555","810,471","Analyze"
"PLM","Polymet Mining Corporation","Canada","Canada","CT:POM","Toronto Stock Exchange","Yes","Materials","$347,017,981","74,070","Analyze"
"PLNHF","Planet 13 Holdings Inc.","Canada","","CF:PLTH","Canadian Securities Exchange","No","Consumer Discretionary","$907,661,462","325,528","Analyze"
"PLPRF","Plus Products Inc.","Canada","","CF:PLUS","Canadian Securities Exchange","No","Unknown","$17,280,455","438,903","Analyze"
"PLRTF","Plymouth Rock Technologies Inc.","Canada","","CF:PRT","Canadian Securities Exchange","No","Industrials","$12,667,823","349,859","Analyze"
"PLSDF","Pulse Seismic Inc.","Canada","","CT:PSD","Toronto Stock Exchange","No","Energy","$70,469,245","4,800","Analyze"
"POETF","POET Technologies Inc.","Canada","","CV:PTK","TSX Venture Exchange","No","Information Technology","$281,931,319","408,593","Analyze"
"PPCCF","PICC Property and Casualty Company","China","","HK:2328","Hong Kong Exchange","No","Financials","$6,082,417,590","0","Analyze"
"PPTA","Perpetua Resources Corp.","Canada","Canada","CT:PPTA","Toronto Stock Exchange","Yes","Materials","$308,368,971","301,691","Analyze"
"PRMNF","Prime Mining Corp.","Canada","","CV:PRYM","TSX Venture Exchange","No","Materials","$394,043,850","814","Analyze"
"PROBF","Probe Metals Inc.","Canada","","CV:PRB","TSX Venture Exchange","No","Materials","$213,178,290","64,689","Analyze"
"PROF","Profound Medical Corp.","Canada","","CT:PRN","Toronto Stock Exchange","Yes","Health Care","$294,385,421","47,037","Analyze"
"PSHIF","PetroShale Inc.","Canada","","CV:PSH","TSX Venture Exchange","No","Energy","$42,380,373","100","Analyze"
"PTOTF","Patriot One Technologies Inc.","Canada","","CT:PAT","Toronto Stock Exchange","No","Unknown","$58,829,381","79,946","Analyze"
"PTRUF","Petrus Resources Ltd.","Canada","","CT:PRQ","Toronto Stock Exchange","No","Energy","$33,464,959","17,741","Analyze"
